Conformer,Initial PE (kcal/mol),Minimized PE (kcal/mol),RMS between initial and minimized conformer (Angstrom)
1698,-35.506,-45.036,0.058
1699,-30.812,-43.134,0.069
1700,-25.324,-40.997,0.077
1701,-26.240,-39.922,0.073
1702,-28.351,-39.450,0.066
1703,-29.029,-39.176,0.061
1704,-29.603,-39.279,0.059
1705,-35.044,-44.676,0.055
1706,-36.890,-45.979,0.053
1707,-39.034,-47.496,0.051
1708,-40.986,-49.068,0.049
1709,-42.311,-50.357,0.049
1710,-42.751,-51.017,0.049
1711,-41.431,-50.765,0.054
1712,-32.370,-49.344,0.074
1713,-10.360,-47.164,0.094
1714,-10.576,-45.783,0.087
1715,-31.695,-47.334,0.066
1716,-39.752,-49.244,0.054
1717,-40.814,-49.760,0.052
1718,-40.918,-49.748,0.051
1719,-41.184,-49.893,0.050
1720,-41.429,-50.114,0.050
1721,-41.316,-50.026,0.049
1722,-40.504,-49.281,0.049
1723,-38.539,-47.813,0.053
1724,-33.813,-46.050,0.071
1725,-22.967,-43.352,0.080
1726,-19.084,-42.053,0.080
1727,-28.709,-42.772,0.071
1728,-33.299,-43.632,0.058
1729,-34.956,-43.576,0.054
1730,-29.193,-42.812,0.070
1731,-5.318,-42.311,0.104
1732,-13.150,-43.714,0.095
1733,-33.321,-46.374,0.068
1734,-32.221,-47.470,0.069
1735,-35.915,-48.206,0.060
1736,-39.074,-48.842,0.054
1737,-35.626,-48.263,0.063
1738,-33.413,-47.415,0.065
1739,-37.575,-48.020,0.056
1740,-40.425,-49.073,0.050
1741,-40.601,-49.149,0.050
1742,-39.239,-48.071,0.052
1743,-36.599,-46.694,0.059
1744,-37.900,-46.771,0.052
1745,-37.724,-46.803,0.052
1746,-35.710,-45.552,0.055
1747,-35.420,-44.611,0.052
1748,-33.872,-43.575,0.056
1749,-30.827,-42.311,0.065
1750,-30.489,-41.491,0.063
1751,-33.091,-41.959,0.053
1752,-34.617,-42.970,0.051
1753,-34.006,-42.349,0.053
1754,-34.584,-42.822,0.053
1755,-35.891,-43.855,0.052
1756,-37.401,-45.131,0.051
1757,-38.555,-46.169,0.051
1758,-37.558,-45.943,0.053
1759,-31.587,-44.390,0.063
1760,-26.622,-43.164,0.067
1761,-30.930,-43.755,0.064
1762,-34.503,-44.552,0.059
1763,-34.999,-44.726,0.058
1764,-35.665,-44.850,0.056
1765,-37.031,-45.399,0.052
1766,-38.371,-46.202,0.049
1767,-39.357,-46.935,0.048
1768,-39.778,-47.227,0.047
1769,-39.383,-46.778,0.046
1770,-37.576,-45.480,0.050
1771,-33.670,-43.648,0.058
1772,-31.293,-42.524,0.062
1773,-33.250,-42.441,0.055
1774,-34.660,-42.805,0.051
1775,-34.726,-42.759,0.050
1776,-34.255,-42.447,0.051
1777,-35.287,-44.801,0.056
1778,-36.967,-46.052,0.054
1779,-38.899,-47.464,0.051
1780,-40.695,-48.933,0.050
1781,-41.978,-50.180,0.049
1782,-42.313,-50.790,0.051
1783,-39.661,-50.390,0.062
1784,-24.869,-48.696,0.086
1785,4.052,-45.952,0.100
1786,-5.055,-44.953,0.089
1787,-31.212,-47.153,0.069
1788,-39.204,-49.185,0.059
1789,-40.261,-49.685,0.056
1790,-40.438,-49.732,0.055
1791,-40.766,-49.925,0.054
1792,-41.036,-50.154,0.053
1793,-40.918,-50.009,0.052
1794,-39.977,-49.145,0.053
1795,-37.344,-47.626,0.061
1796,-29.445,-45.555,0.082
1797,-11.549,-42.866,0.094
1798,-13.297,-41.715,0.088
1799,-28.340,-42.585,0.073
1800,-33.476,-43.734,0.060
1801,-34.061,-42.492,0.053
1802,-35.082,-43.235,0.053
1803,-36.414,-44.303,0.052
1804,-37.786,-45.534,0.052
1805,-38.927,-46.629,0.052
1806,-38.725,-46.854,0.053
1807,-34.056,-45.509,0.061
1808,-25.510,-43.501,0.066
1809,-26.808,-43.304,0.066
1810,-33.334,-44.247,0.057
1811,-35.465,-44.754,0.053
1812,-35.800,-44.812,0.052
1813,-36.334,-45.049,0.051
1814,-37.156,-45.571,0.050
1815,-37.900,-46.190,0.049
1816,-38.261,-46.549,0.049
1817,-37.891,-46.218,0.048
1818,-36.098,-44.905,0.051
1819,-31.097,-42.952,0.062
1820,-23.521,-40.696,0.071
1821,-25.245,-40.270,0.068
1822,-30.423,-40.994,0.059
1823,-32.526,-41.664,0.054
1824,-33.366,-42.061,0.053
1825,-36.042,-44.173,0.051
1826,-37.527,-45.234,0.047
1827,-39.195,-46.573,0.046
1828,-41.215,-48.362,0.046
1829,-42.916,-50.045,0.046
1830,-43.469,-50.885,0.048
1831,-42.260,-50.832,0.053
1832,-34.054,-49.752,0.073
1833,-15.991,-47.433,0.090
1834,-17.707,-46.134,0.083
1835,-34.940,-47.531,0.061
1836,-41.281,-49.323,0.049
1837,-41.983,-49.801,0.049
1838,-41.960,-49.765,0.048
1839,-42.088,-49.840,0.047
1840,-42.189,-49.978,0.047
1841,-41.886,-49.736,0.046
1842,-40.772,-48.753,0.047
1843,-38.387,-47.106,0.052
1844,-32.856,-45.477,0.074
1845,-21.423,-43.115,0.085
1846,-20.426,-41.849,0.080
1847,-30.515,-42.395,0.064
1848,-34.560,-43.312,0.054
1849,-34.415,-42.870,0.053
1850,-35.268,-43.320,0.052
1851,-36.673,-44.286,0.050
1852,-38.206,-45.548,0.049
1853,-39.406,-46.673,0.049
1854,-38.971,-46.803,0.050
1855,-33.115,-45.523,0.062
1856,-23.077,-43.803,0.071
1857,-25.889,-43.915,0.070
1858,-34.075,-45.011,0.058
1859,-36.616,-45.631,0.054
1860,-36.994,-45.643,0.052
1861,-37.551,-45.743,0.051
1862,-38.409,-46.220,0.048
1863,-39.264,-46.884,0.047
1864,-39.775,-47.349,0.046
1865,-39.573,-47.169,0.046
1866,-38.053,-46.087,0.049
1867,-33.733,-44.347,0.060
1868,-27.545,-42.664,0.069
1869,-28.900,-42.279,0.067
1870,-32.785,-42.712,0.058
1871,-34.083,-42.978,0.054
1872,-34.229,-42.887,0.053
1873,-36.716,-44.928,0.053
1874,-37.224,-45.273,0.053
1875,-38.337,-46.079,0.052
1876,-39.555,-47.085,0.051
1877,-40.156,-47.692,0.051
1878,-38.517,-47.109,0.054
1879,-33.640,-45.526,0.061
1880,-31.610,-44.565,0.062
1881,-34.019,-44.723,0.059
1882,-34.844,-45.060,0.059
1883,-34.965,-45.192,0.060
1884,-36.395,-45.703,0.057
1885,-38.281,-46.578,0.052
1886,-39.770,-47.509,0.049
1887,-40.787,-48.284,0.048
1888,-41.246,-48.621,0.047
1889,-40.873,-48.220,0.047
1890,-39.179,-47.035,0.050
1891,-36.181,-45.621,0.056
1892,-35.205,-44.999,0.058
1893,-36.567,-45.242,0.054
1894,-37.303,-45.510,0.052
1895,-37.238,-45.304,0.049
1896,-36.893,-45.051,0.052
1897,-23.174,-36.508,0.072
1898,-24.385,-37.209,0.071
1899,-27.746,-38.873,0.066
1900,-31.143,-40.779,0.062
1901,-33.520,-42.331,0.057
1902,-33.168,-42.174,0.056
1903,-24.163,-40.334,0.069
1904,-8.657,-38.663,0.081
1905,-15.667,-40.206,0.079
1906,-29.714,-43.482,0.071
1907,-34.640,-45.796,0.067
1908,-36.668,-47.177,0.066
1909,-38.406,-47.804,0.058
1910,-39.455,-47.844,0.054
1911,-39.665,-47.471,0.051
1912,-39.269,-46.869,0.049
1913,-38.416,-45.990,0.049
1914,-37.021,-44.596,0.049
1915,-35.038,-42.711,0.050
1916,-33.189,-40.831,0.049
1917,-32.071,-39.867,0.051
1918,-30.709,-39.207,0.054
1919,-28.289,-38.154,0.059
1920,-25.116,-36.908,0.067
1921,-23.068,-41.602,0.087
1922,194.877,-32.571,0.133
1923,7904.447,11.281,0.357
1924,40193.899,-24.578,0.490
1925,3082.209,-32.724,0.509
1926,29.089,-46.120,0.106
1927,-40.689,-50.403,0.057
1928,-39.851,-50.775,0.061
1929,-31.857,-49.308,0.075
1930,-31.082,-48.508,0.074
1931,-38.423,-49.319,0.061
1932,-40.701,-49.564,0.054
1933,-35.269,-48.048,0.073
1934,52.882,-45.039,0.111
1935,1717.751,-12.922,0.403
1936,1223.278,-1.027,0.509
1937,10.029,-43.840,0.109
1938,-37.172,-46.200,0.057
1939,-38.328,-46.484,0.051
1940,-36.023,-45.315,0.058
1941,-33.498,-43.844,0.062
1942,-34.522,-43.404,0.055
1943,-36.010,-44.083,0.051
1944,-35.350,-44.112,0.054
1945,-35.640,-44.163,0.053
1946,-36.918,-45.243,0.052
1947,-38.240,-46.459,0.053
1948,-40.175,-48.200,0.053
1949,-42.068,-49.936,0.052
1950,-42.785,-50.787,0.052
1951,-42.175,-50.763,0.055
1952,-36.249,-49.623,0.069
1953,-21.159,-47.519,0.086
1954,-19.395,-46.139,0.083
1955,-34.143,-47.595,0.064
1956,-40.624,-49.367,0.052
1957,-41.431,-49.835,0.051
1958,-41.360,-49.716,0.051
1959,-41.386,-49.691,0.050
1960,-41.467,-49.789,0.049
1961,-41.198,-49.576,0.049
1962,-40.157,-48.636,0.049
1963,-37.900,-47.159,0.055
1964,-32.436,-45.321,0.074
1965,-20.999,-42.917,0.087
1966,-20.231,-41.543,0.082
1967,-30.185,-42.146,0.067
1968,-34.185,-43.196,0.055
1969,-30.582,-39.424,0.052
1970,-31.818,-40.573,0.055
1971,-33.664,-41.977,0.052
1972,-35.608,-43.769,0.052
1973,-37.062,-45.440,0.055
1974,-38.116,-46.628,0.055
1975,-38.367,-46.906,0.054
1976,-34.249,-45.527,0.059
1977,-23.908,-43.597,0.071
1978,-24.167,-43.821,0.069
1979,-35.283,-46.546,0.057
1980,-40.237,-48.701,0.051
1981,-41.075,-49.382,0.051
1982,-41.135,-49.448,0.051
1983,-41.081,-49.426,0.050
1984,-40.792,-49.187,0.050
1985,-39.992,-48.410,0.050
1986,-38.554,-46.982,0.049
1987,-36.096,-44.818,0.051
1988,-31.082,-42.248,0.064
1989,-22.437,-39.217,0.072
1990,-21.825,-37.792,0.069
1991,-27.678,-38.154,0.058
1992,-29.793,-38.931,0.054
1993,-35.703,-44.894,0.053
1994,-37.560,-46.138,0.051
1995,-39.597,-47.574,0.049
1996,-41.357,-49.103,0.048
1997,-41.632,-50.054,0.052
1998,-40.943,-50.337,0.056
1999,-41.076,-50.504,0.055
2000,-35.832,-49.927,0.069
2001,-19.840,-48.122,0.088
2002,-17.186,-46.569,0.084
2003,-33.374,-47.627,0.064
2004,-40.760,-49.589,0.053
2005,-41.827,-50.303,0.052
2006,-41.873,-50.335,0.051
2007,-42.003,-50.425,0.050
2008,-42.053,-50.500,0.050
2009,-41.624,-50.115,0.049
2010,-40.512,-49.116,0.050
2011,-38.829,-47.729,0.052
2012,-35.621,-46.031,0.061
2013,-29.123,-44.008,0.074
2014,-25.300,-42.584,0.074
2015,-30.557,-43.059,0.067
2016,-34.063,-43.896,0.056
2017,-33.088,-42.543,0.054
2018,-34.951,-43.818,0.052
2019,-37.187,-45.422,0.051
2020,-39.387,-47.262,0.050
2021,-40.213,-48.476,0.052
2022,-39.926,-48.960,0.055
2023,-39.707,-48.989,0.054
2024,-32.604,-48.410,0.075
2025,-11.548,-46.763,0.095
2026,-8.711,-44.990,0.090
2027,-30.238,-46.349,0.067
2028,-39.431,-48.515,0.053
2029,-40.637,-49.201,0.050
2030,-40.611,-49.156,0.050
2031,-40.674,-49.123,0.049
2032,-40.638,-49.071,0.048
2033,-40.083,-48.535,0.047
2034,-38.763,-47.323,0.048
2035,-36.640,-45.654,0.050
2036,-32.185,-43.720,0.063
2037,-22.200,-41.819,0.085
2038,-17.840,-40.428,0.083
2039,-26.805,-40.779,0.071
2040,-31.370,-41.591,0.057
2041,-29.782,-39.390,0.056
2042,-31.994,-41.104,0.054
2043,-34.633,-43.145,0.052
2044,-37.059,-45.135,0.049
2045,-38.925,-46.904,0.049
2046,-39.151,-47.731,0.051
2047,-35.368,-47.383,0.060
2048,-32.517,-47.421,0.063
2049,-37.527,-49.322,0.058
2050,-42.719,-51.928,0.052
2051,-45.083,-53.772,0.050
2052,-45.597,-54.514,0.054
2053,-44.512,-53.719,0.057
2054,-42.798,-51.681,0.055
2055,-41.502,-50.027,0.053
2056,-40.615,-49.014,0.051
2057,-39.646,-48.113,0.053
2058,-37.924,-46.734,0.054
2059,-34.639,-44.913,0.061
2060,-31.118,-42.713,0.062
2061,-30.161,-41.294,0.064
2062,-29.561,-40.215,0.063
2063,-28.612,-39.034,0.059
2064,-28.547,-38.637,0.058
2065,-35.798,-44.321,0.054
2066,-36.374,-44.689,0.054
2067,-36.516,-44.977,0.055
2068,-34.783,-45.128,0.062
2069,-34.875,-45.792,0.064
2070,-37.678,-46.704,0.056
2071,-33.363,-46.197,0.066
2072,-25.056,-44.405,0.072
2073,-27.962,-44.320,0.069
2074,-34.048,-45.181,0.063
2075,-35.608,-45.821,0.062
2076,-35.906,-45.842,0.061
2077,-36.646,-46.012,0.058
2078,-37.621,-46.450,0.055
2079,-38.370,-46.867,0.053
2080,-38.321,-46.765,0.052
2081,-38.006,-46.407,0.052
2082,-37.142,-45.823,0.053
2083,-32.564,-44.461,0.066
2084,-25.987,-42.647,0.070
2085,-28.618,-42.710,0.069
2086,-33.315,-43.398,0.059
2087,-34.992,-43.981,0.055
2088,-35.467,-44.149,0.054
2089,-28.630,-38.949,0.060
2090,-30.448,-40.651,0.062
2091,-33.521,-42.899,0.060
2092,-36.468,-45.217,0.058
2093,-38.339,-46.838,0.057
2094,-37.110,-46.961,0.060
2095,-30.581,-46.169,0.070
2096,-28.394,-46.673,0.074
2097,-35.574,-48.951,0.068
2098,-40.838,-52.105,0.067
2099,-43.746,-54.096,0.064
2100,-45.861,-54.769,0.058
2101,-46.282,-53.912,0.051
2102,-45.284,-52.390,0.048
2103,-44.023,-50.984,0.047
2104,-42.870,-49.873,0.046
2105,-41.564,-48.684,0.046
2106,-39.732,-47.084,0.048
2107,-37.372,-45.104,0.049
2108,-35.607,-43.408,0.049
2109,-34.634,-42.277,0.048
2110,-33.270,-41.142,0.048
2111,-31.220,-39.753,0.052
2112,-29.159,-38.736,0.056
2113,-31.956,-40.742,0.056
2114,-30.535,-40.632,0.061
2115,-14.732,-39.872,0.093
2116,83.628,-39.023,0.123
2117,188.340,-41.438,0.146
2118,22.276,-43.210,0.111
2119,-32.012,-45.527,0.065
2120,-27.890,-45.642,0.064
2121,-27.686,-46.314,0.064
2122,-37.778,-48.989,0.055
2123,-42.959,-51.152,0.048
2124,-43.776,-51.813,0.048
2125,-42.900,-51.279,0.053
2126,-40.998,-49.661,0.054
2127,-35.453,-47.660,0.068
2128,-12.956,-45.669,0.095
2129,-10.294,-43.667,0.092
2130,-32.127,-43.532,0.063
2131,-32.750,-42.935,0.059
2132,-27.963,-40.947,0.064
2133,-28.220,-39.865,0.061
2134,-30.619,-39.940,0.055
2135,-31.311,-40.056,0.054
2136,-31.505,-40.205,0.054
2137,-36.347,-44.719,0.051
2138,-37.263,-45.656,0.052
2139,-36.677,-46.161,0.058
2140,-37.556,-47.478,0.061
2141,-41.369,-49.632,0.052
2142,-42.744,-50.682,0.048
2143,-42.119,-50.563,0.050
2144,-37.277,-49.496,0.063
2145,-24.364,-47.721,0.083
2146,-20.992,-46.316,0.084
2147,-33.512,-47.238,0.063
2148,-39.826,-48.904,0.052
2149,-40.776,-49.456,0.051
2150,-40.758,-49.300,0.050
2151,-40.623,-49.000,0.049
2152,-40.730,-49.049,0.048
2153,-40.762,-49.168,0.048
2154,-39.895,-48.425,0.049
2155,-37.837,-46.980,0.053
2156,-33.023,-45.421,0.071
2157,-23.432,-43.009,0.082
2158,-22.781,-41.837,0.078
2159,-31.158,-42.325,0.065
2160,-34.845,-43.448,0.053
2161,-35.689,-44.642,0.056
2162,-36.496,-45.276,0.056
2163,-38.181,-46.502,0.054
2164,-40.025,-48.030,0.052
2165,-41.507,-49.290,0.051
2166,-41.730,-49.606,0.051
2167,-37.331,-48.428,0.062
2168,-23.929,-46.220,0.078
2169,-19.780,-45.076,0.078
2170,-32.639,-46.611,0.064
2171,-39.319,-48.328,0.055
2172,-40.465,-48.797,0.053
2173,-40.662,-48.737,0.051
2174,-41.076,-48.889,0.050
2175,-41.599,-49.284,0.049
2176,-41.909,-49.545,0.049
2177,-41.621,-49.257,0.049
2178,-40.299,-48.180,0.051
2179,-37.084,-46.391,0.059
2180,-32.899,-44.315,0.062
2181,-33.756,-43.731,0.059
2182,-36.261,-44.392,0.052
2183,-36.699,-44.836,0.052
2184,-36.048,-44.631,0.053
2185,-34.128,-44.227,0.058
2186,-34.863,-44.786,0.059
2187,-36.834,-45.916,0.056
2188,-38.902,-47.210,0.052
2189,-40.193,-48.060,0.050
2190,-38.762,-47.400,0.052
2191,-30.142,-45.372,0.065
2192,-21.376,-43.981,0.074
2193,-28.403,-44.805,0.071
2194,-35.354,-45.883,0.059
2195,-36.722,-46.129,0.055
2196,-37.189,-46.157,0.053
2197,-38.231,-46.513,0.051
2198,-39.436,-47.305,0.050
2199,-40.484,-48.085,0.049
2200,-41.123,-48.559,0.047
2201,-41.114,-48.436,0.046
2202,-40.133,-47.546,0.047
2203,-38.173,-46.234,0.053
2204,-37.167,-45.342,0.053
2205,-37.750,-45.397,0.050
2206,-37.853,-45.581,0.050
2207,-36.872,-45.232,0.053
2208,-35.188,-44.583,0.056
2209,-35.743,-44.420,0.054
2210,-33.600,-44.266,0.064
2211,-23.349,-44.046,0.087
2212,-26.163,-45.789,0.088
2213,-38.611,-48.603,0.063
2214,-41.081,-50.187,0.058
2215,-41.658,-50.783,0.057
2216,-39.744,-50.636,0.065
2217,-32.018,-49.190,0.076
2218,-29.043,-48.123,0.077
2219,-36.509,-48.921,0.064
2220,-40.782,-50.147,0.056
2221,-41.212,-50.248,0.054
2222,-40.362,-49.486,0.055
2223,-38.738,-48.269,0.057
2224,-39.539,-48.487,0.053
2225,-40.112,-48.914,0.052
2226,-39.049,-48.041,0.053
2227,-37.369,-46.800,0.056
2228,-33.528,-45.365,0.069
2229,-26.556,-43.434,0.080
2230,-26.607,-42.295,0.075
2231,-32.488,-42.649,0.061
2232,-35.011,-43.636,0.053
2233,-34.080,-42.740,0.055
2234,-34.501,-43.076,0.055
2235,-35.725,-43.921,0.055
2236,-37.150,-44.996,0.053
2237,-38.073,-45.718,0.049
2238,-36.822,-45.439,0.055
2239,-31.962,-44.103,0.063
2240,-29.523,-43.287,0.064
2241,-32.309,-43.458,0.061
2242,-33.425,-43.627,0.060
2243,-33.232,-43.407,0.060
2244,-34.163,-43.498,0.057
2245,-35.815,-44.217,0.053
2246,-37.323,-45.214,0.051
2247,-38.489,-46.099,0.049
2248,-39.124,-46.591,0.048
2249,-38.970,-46.387,0.048
2250,-37.550,-45.410,0.051
2251,-34.969,-44.077,0.056
2252,-34.146,-43.371,0.056
2253,-35.222,-43.464,0.052
2254,-35.689,-43.606,0.050
2255,-35.352,-43.345,0.051
2256,-34.594,-42.912,0.053
2257,-30.512,-40.289,0.055
2258,-32.642,-41.876,0.054
2259,-35.093,-43.778,0.053
2260,-37.220,-45.626,0.052
2261,-38.989,-47.228,0.051
2262,-39.737,-48.124,0.052
2263,-36.613,-47.590,0.057
2264,-31.435,-47.323,0.066
2265,-34.339,-48.872,0.066
2266,-39.987,-51.334,0.063
2267,-41.564,-52.667,0.063
2268,-40.825,-52.677,0.067
2269,-39.919,-51.552,0.071
2270,-39.292,-49.768,0.064
2271,-38.940,-48.601,0.058
2272,-38.653,-47.969,0.055
2273,-38.103,-47.305,0.054
2274,-36.828,-46.138,0.054
2275,-33.970,-44.358,0.059
2276,-29.859,-42.242,0.064
2277,-28.445,-40.763,0.063
2278,-28.907,-39.985,0.059
2279,-28.954,-39.473,0.057
2280,-29.275,-39.458,0.056
2281,-31.193,-40.056,0.054
2282,-32.577,-41.465,0.057
2283,-34.741,-43.275,0.057
2284,-37.005,-45.081,0.053
2285,-38.791,-46.657,0.051
2286,-38.719,-46.829,0.051
2287,-32.884,-45.392,0.060
2288,-23.575,-44.350,0.070
2289,-28.956,-46.289,0.066
2290,-38.876,-49.297,0.058
2291,-42.110,-50.966,0.055
2292,-42.117,-51.117,0.056
2293,-41.447,-50.424,0.060
2294,-40.933,-49.542,0.057
2295,-40.593,-48.888,0.054
2296,-40.115,-48.219,0.053
2297,-39.015,-47.089,0.053
2298,-36.619,-45.207,0.056
2299,-31.986,-42.561,0.060
2300,-28.361,-40.430,0.066
2301,-29.999,-39.579,0.056
2302,-31.391,-39.591,0.050
2303,-31.353,-39.529,0.050
2304,-30.969,-39.505,0.051
2305,-36.972,-45.339,0.054
2306,-37.947,-46.100,0.054
2307,-39.347,-47.220,0.053
2308,-40.808,-48.485,0.050
2309,-41.986,-49.617,0.049
2310,-42.093,-49.980,0.050
2311,-38.171,-49.004,0.061
2312,-25.221,-46.848,0.078
2313,-18.439,-44.896,0.078
2314,-30.685,-45.988,0.064
2315,-38.487,-47.980,0.055
2316,-40.116,-48.811,0.052
2317,-40.417,-48.982,0.052
2318,-40.848,-49.211,0.051
2319,-41.396,-49.626,0.050
2320,-41.717,-49.891,0.049
2321,-41.445,-49.585,0.049
2322,-40.061,-48.445,0.050
2323,-36.191,-46.637,0.062
2324,-26.999,-44.244,0.076
2325,-22.800,-42.742,0.076
2326,-30.969,-43.294,0.064
2327,-35.296,-44.340,0.056
2328,-36.417,-44.817,0.051
2329,10.904,-36.602,0.100
2330,1738.466,-22.083,0.323
2331,49043.971,68.706,0.763
2332,20630.622,-7.812,0.623
2333,410.795,-34.507,0.161
2334,4.977,-41.973,0.107
2335,-17.128,-45.720,0.085
2336,-36.042,-48.047,0.061
2337,-37.318,-48.446,0.058
2338,-36.311,-48.175,0.059
2339,-39.431,-48.871,0.052
2340,-40.598,-49.022,0.050
2341,-31.076,-47.955,0.084
2342,184.541,-43.730,0.116
2343,1208.707,135.223,0.429
2344,148.177,-41.398,0.123
2345,-30.497,-44.277,0.075
2346,-35.812,-44.993,0.055
2347,-36.669,-44.967,0.050
2348,-36.126,-44.272,0.049
2349,-34.698,-42.949,0.050
2350,-33.860,-42.101,0.050
2351,-33.438,-41.921,0.051
2352,-30.962,-40.913,0.059
2353,-32.742,-41.768,0.055
2354,-34.526,-43.078,0.054
2355,-36.312,-44.384,0.052
2356,-38.150,-45.969,0.052
2357,-40.287,-47.863,0.051
2358,-41.297,-48.828,0.049
2359,-39.475,-48.349,0.055
2360,-27.491,-46.311,0.075
2361,-0.385,-43.557,0.093
2362,-3.638,-42.490,0.086
2363,-29.053,-44.527,0.063
2364,-37.909,-46.599,0.051
2365,-39.095,-47.168,0.049
2366,-39.174,-47.196,0.049
2367,-39.352,-47.311,0.048
2368,-39.516,-47.523,0.048
2369,-39.397,-47.488,0.048
2370,-38.535,-46.706,0.048
2371,-36.273,-44.991,0.052
2372,-30.590,-42.833,0.068
2373,-18.224,-40.364,0.086
2374,-16.056,-38.753,0.081
2375,-26.484,-39.501,0.068
2376,-30.950,-40.605,0.059
2377,-35.481,-45.485,0.061
2378,-32.741,-44.487,0.065
2379,-9.585,-43.065,0.103
2380,96.101,-42.557,0.139
2381,86.583,-43.527,0.137
2382,-20.693,-46.010,0.088
2383,-34.925,-47.725,0.067
2384,-19.919,-46.090,0.082
2385,-14.331,-44.814,0.083
2386,-29.772,-46.369,0.071
2387,-37.739,-48.299,0.062
2388,-39.011,-48.856,0.061
2389,-38.994,-48.581,0.059
2390,-38.470,-47.935,0.058
2391,-34.153,-47.068,0.071
2392,-23.433,-45.853,0.085
2393,-31.734,-45.686,0.071
2394,-37.626,-46.348,0.054
2395,-34.911,-45.452,0.062
2396,-29.053,-43.564,0.071
2397,-29.995,-43.002,0.067
2398,-34.382,-43.925,0.058
2399,-35.867,-44.825,0.056
2400,-35.861,-45.311,0.058
