Conformer,Initial PE (kcal/mol),Minimized PE (kcal/mol),RMS between initial and minimized conformer (Angstrom)
870,-81.219,-88.037,0.048
871,-80.010,-87.897,0.050
872,-69.732,-86.363,0.062
873,-54.897,-85.472,0.076
874,-65.653,-87.059,0.064
875,-80.931,-90.525,0.055
876,-85.208,-92.195,0.049
877,-85.261,-92.386,0.051
878,-84.500,-91.841,0.053
879,-83.762,-91.196,0.052
880,-83.024,-90.531,0.052
881,-82.020,-89.597,0.052
882,-80.320,-88.008,0.053
883,-77.222,-85.600,0.056
884,-70.946,-82.555,0.067
885,-62.593,-79.789,0.075
886,-64.142,-78.709,0.074
887,-68.450,-78.559,0.059
888,-69.681,-78.648,0.053
889,-76.599,-85.669,0.056
890,-77.670,-86.169,0.055
891,-79.470,-87.217,0.050
892,-81.313,-88.590,0.048
893,-82.575,-89.688,0.047
894,-81.495,-89.678,0.051
895,-74.527,-88.358,0.062
896,-67.655,-87.129,0.066
897,-72.185,-87.066,0.065
898,-76.195,-87.272,0.060
899,-76.488,-87.255,0.062
900,-77.364,-87.492,0.058
901,-79.286,-88.251,0.055
902,-80.926,-89.164,0.054
903,-82.019,-89.912,0.052
904,-82.554,-90.333,0.051
905,-82.411,-90.191,0.051
906,-81.218,-89.312,0.053
907,-78.271,-87.959,0.061
908,-74.696,-86.783,0.071
909,-74.922,-86.425,0.070
910,-76.414,-86.404,0.061
911,-76.747,-86.184,0.056
912,-76.496,-85.827,0.058
913,-70.675,-78.027,0.048
914,-70.714,-78.502,0.049
915,-64.616,-78.629,0.065
916,-57.606,-79.849,0.078
917,-71.187,-83.385,0.067
918,-79.667,-86.454,0.046
919,-80.307,-87.091,0.046
920,-74.089,-85.785,0.057
921,-60.709,-84.399,0.071
922,-63.681,-85.076,0.068
923,-77.919,-88.121,0.053
924,-83.497,-90.393,0.046
925,-84.228,-90.981,0.047
926,-83.537,-90.388,0.049
927,-81.437,-89.008,0.053
928,-79.468,-87.783,0.057
929,-80.341,-87.545,0.050
930,-79.342,-86.620,0.052
931,-75.914,-84.310,0.060
932,-67.998,-81.266,0.074
933,-54.947,-77.795,0.082
934,-57.635,-76.199,0.073
935,-66.536,-76.548,0.062
936,-69.487,-77.246,0.051
937,-72.951,-82.823,0.057
938,-74.523,-83.530,0.052
939,-76.796,-84.947,0.051
940,-79.051,-86.623,0.049
941,-80.851,-88.126,0.048
942,-81.032,-88.595,0.048
943,-74.700,-87.389,0.058
944,-58.479,-85.690,0.072
945,-58.636,-85.309,0.069
946,-73.599,-87.082,0.058
947,-79.499,-88.526,0.051
948,-80.425,-88.887,0.051
949,-80.686,-88.856,0.051
950,-81.113,-89.021,0.049
951,-81.585,-89.337,0.049
952,-81.791,-89.524,0.048
953,-81.439,-89.204,0.047
954,-80.147,-88.074,0.048
955,-77.088,-86.192,0.056
956,-71.142,-83.990,0.070
957,-67.634,-82.562,0.068
958,-70.473,-82.689,0.068
959,-72.202,-82.666,0.058
960,-72.464,-82.676,0.058
961,-73.899,-82.589,0.055
962,-75.468,-83.475,0.051
963,-77.325,-84.768,0.049
964,-79.125,-86.266,0.048
965,-81.000,-87.836,0.048
966,-81.552,-88.541,0.048
967,-76.533,-87.494,0.058
968,-62.866,-85.680,0.069
969,-61.241,-84.989,0.067
970,-73.604,-86.353,0.058
971,-78.943,-87.468,0.052
972,-79.631,-87.631,0.049
973,-79.715,-87.607,0.050
974,-80.063,-87.791,0.050
975,-80.463,-88.054,0.050
976,-80.549,-88.136,0.050
977,-80.057,-87.679,0.049
978,-78.457,-86.429,0.051
979,-74.536,-84.272,0.061
980,-66.646,-81.831,0.071
981,-63.377,-80.626,0.072
982,-68.796,-81.271,0.071
983,-71.868,-81.633,0.057
984,-72.932,-81.974,0.054
985,-76.239,-84.188,0.049
986,-77.331,-84.958,0.049
987,-78.060,-85.672,0.049
988,-78.011,-86.393,0.051
989,-80.038,-87.804,0.049
990,-81.931,-88.998,0.047
991,-78.089,-88.341,0.061
992,-65.180,-86.182,0.074
993,-60.383,-84.840,0.073
994,-71.771,-85.998,0.062
995,-77.946,-87.130,0.054
996,-79.044,-87.676,0.056
997,-79.404,-87.770,0.053
998,-80.022,-88.026,0.052
999,-80.571,-88.308,0.051
1000,-80.698,-88.339,0.050
1001,-80.556,-88.098,0.048
1002,-79.362,-87.159,0.050
1003,-75.310,-85.421,0.064
1004,-66.131,-83.031,0.073
1005,-62.785,-81.791,0.075
1006,-70.180,-82.351,0.069
1007,-74.131,-83.109,0.057
1008,-75.402,-83.638,0.051
1009,-69.608,-78.011,0.053
1010,-71.637,-79.551,0.052
1011,-73.910,-81.484,0.052
1012,-75.844,-83.488,0.052
1013,-78.334,-85.719,0.052
1014,-80.058,-87.140,0.050
1015,-75.843,-86.421,0.057
1016,-59.846,-84.737,0.071
1017,-54.505,-85.481,0.079
1018,-72.500,-88.719,0.065
1019,-82.937,-91.789,0.061
1020,-85.017,-93.262,0.058
1021,-84.291,-92.929,0.062
1022,-83.007,-91.751,0.062
1023,-81.898,-90.426,0.060
1024,-80.905,-89.290,0.059
1025,-79.756,-88.026,0.058
1026,-77.715,-86.317,0.060
1027,-73.134,-83.769,0.071
1028,-63.643,-80.550,0.077
1029,-58.938,-78.163,0.076
1030,-64.478,-77.738,0.077
1031,-67.421,-77.392,0.062
1032,-68.403,-77.286,0.055
1033,-72.142,-81.298,0.051
1034,-74.251,-82.889,0.050
1035,-76.993,-84.935,0.048
1036,-79.527,-87.009,0.047
1037,-80.941,-88.528,0.048
1038,-81.296,-89.341,0.049
1039,-80.776,-89.318,0.051
1040,-71.757,-87.718,0.064
1041,-44.837,-85.768,0.084
1042,-41.912,-85.002,0.082
1043,-70.003,-87.332,0.063
1044,-81.384,-89.801,0.050
1045,-82.741,-90.429,0.049
1046,-82.489,-90.251,0.050
1047,-82.293,-90.016,0.049
1048,-82.065,-89.842,0.049
1049,-81.427,-89.319,0.050
1050,-80.078,-88.179,0.051
1051,-77.686,-86.337,0.056
1052,-72.687,-83.813,0.066
1053,-62.455,-80.890,0.076
1054,-58.910,-79.110,0.077
1055,-66.782,-79.435,0.068
1056,-70.562,-80.136,0.054
1057,-78.369,-85.811,0.050
1058,-78.965,-86.266,0.050
1059,-80.304,-87.324,0.050
1060,-81.856,-88.634,0.049
1061,-82.860,-89.547,0.048
1062,-81.499,-89.233,0.051
1063,-76.175,-87.899,0.061
1064,-73.666,-86.939,0.059
1065,-76.741,-87.162,0.057
1066,-77.725,-87.426,0.059
1067,-77.444,-87.386,0.058
1068,-78.715,-87.826,0.057
1069,-80.746,-88.716,0.056
1070,-82.348,-89.662,0.053
1071,-83.360,-90.320,0.051
1072,-83.703,-90.501,0.050
1073,-83.166,-89.981,0.050
1074,-81.236,-88.778,0.056
1075,-77.837,-87.283,0.064
1076,-76.661,-86.515,0.065
1077,-78.271,-86.598,0.057
1078,-79.120,-86.806,0.055
1079,-79.021,-86.572,0.052
1080,-78.590,-86.039,0.050
1081,-73.840,-82.394,0.050
1082,-75.772,-83.942,0.050
1083,-77.711,-85.664,0.050
1084,-79.829,-87.594,0.050
1085,-80.423,-88.953,0.055
1086,-79.252,-89.546,0.057
1087,-81.004,-90.445,0.054
1088,-79.999,-90.491,0.059
1089,-70.165,-89.300,0.075
1090,-64.615,-88.112,0.077
1091,-74.674,-88.851,0.067
1092,-81.029,-90.189,0.054
1093,-81.846,-90.637,0.056
1094,-81.511,-90.319,0.056
1095,-81.145,-89.887,0.054
1096,-80.652,-89.425,0.053
1097,-79.500,-88.516,0.054
1098,-77.529,-87.001,0.055
1099,-75.772,-85.403,0.057
1100,-72.632,-83.652,0.065
1101,-65.866,-81.459,0.075
1102,-61.888,-80.072,0.080
1103,-67.694,-80.234,0.071
1104,-71.800,-81.185,0.056
1105,-72.107,-79.839,0.049
1106,-73.484,-81.063,0.050
1107,-75.592,-82.802,0.049
1108,-77.891,-84.745,0.048
1109,-79.796,-86.343,0.046
1110,-79.734,-86.763,0.048
1111,-73.529,-85.759,0.056
1112,-65.247,-85.479,0.064
1113,-72.003,-87.329,0.061
1114,-80.845,-89.673,0.059
1115,-83.037,-90.535,0.054
1116,-82.465,-90.064,0.055
1117,-81.565,-88.987,0.054
1118,-81.067,-88.065,0.049
1119,-80.817,-87.620,0.047
1120,-80.369,-87.105,0.046
1121,-79.188,-86.054,0.047
1122,-76.398,-84.230,0.053
1123,-70.290,-81.870,0.066
1124,-64.608,-79.723,0.070
1125,-67.418,-78.897,0.063
1126,-70.401,-78.993,0.054
1127,-71.320,-79.123,0.050
1128,-71.591,-79.283,0.049
1129,-76.629,-84.698,0.050
1130,-49.718,-82.838,0.086
1131,136.670,-81.722,0.132
1132,140.500,-83.329,0.131
1133,-54.117,-88.291,0.091
1134,-81.596,-91.472,0.059
1135,-84.213,-92.634,0.050
1136,-84.302,-92.748,0.051
1137,-79.210,-91.828,0.061
1138,-76.780,-91.235,0.066
1139,-81.882,-91.760,0.058
1140,-84.734,-92.433,0.050
1141,-84.050,-91.903,0.053
1142,-76.913,-90.412,0.079
1143,-54.169,-87.942,0.095
1144,-69.669,-88.277,0.085
1145,-81.185,-89.068,0.054
1146,-81.093,-88.802,0.052
1147,-79.844,-87.700,0.053
1148,-77.221,-86.325,0.061
1149,-73.428,-84.731,0.070
1150,-73.619,-83.836,0.067
1151,-76.506,-84.120,0.051
1152,-77.819,-84.915,0.048
1153,-76.846,-85.096,0.050
1154,-78.637,-86.538,0.049
1155,-80.550,-88.184,0.049
1156,-82.985,-90.265,0.049
1157,-85.077,-92.108,0.049
1158,-85.743,-92.959,0.049
1159,-84.689,-92.820,0.052
1160,-76.511,-91.454,0.068
1161,-55.652,-89.367,0.087
1162,-54.298,-88.520,0.086
1163,-74.616,-89.695,0.064
1164,-82.824,-91.473,0.054
1165,-83.832,-91.917,0.054
1166,-83.765,-91.715,0.053
1167,-83.742,-91.568,0.052
1168,-83.688,-91.498,0.051
1169,-83.237,-91.137,0.051
1170,-81.984,-90.045,0.052
1171,-79.495,-88.439,0.059
1172,-73.935,-86.513,0.078
1173,-62.855,-83.968,0.084
1174,-61.863,-82.615,0.080
1175,-71.197,-83.079,0.067
1176,-75.147,-84.019,0.056
1177,-74.879,-84.723,0.058
1178,-77.204,-86.149,0.055
1179,-80.119,-88.019,0.051
1180,-82.809,-90.066,0.049
1181,-84.690,-91.793,0.049
1182,-85.427,-92.775,0.050
1183,-83.873,-92.748,0.057
1184,-72.403,-91.505,0.077
1185,-45.694,-89.703,0.100
1186,-48.986,-88.181,0.088
1187,-74.233,-89.926,0.067
1188,-82.849,-91.647,0.055
1189,-83.819,-92.127,0.055
1190,-83.734,-92.000,0.055
1191,-83.791,-91.962,0.055
1192,-83.827,-91.988,0.054
1193,-83.549,-91.742,0.055
1194,-82.645,-90.945,0.053
1195,-80.742,-89.470,0.056
1196,-76.937,-87.508,0.068
1197,-69.407,-85.223,0.080
1198,-65.002,-83.645,0.083
1199,-70.107,-83.640,0.079
1200,-73.298,-83.852,0.061
1201,-69.572,-79.145,0.054
1202,-71.650,-80.565,0.052
1203,-74.387,-82.540,0.048
1204,-77.060,-84.797,0.047
1205,-79.113,-86.681,0.046
1206,-78.812,-87.336,0.050
1207,-71.744,-86.607,0.058
1208,-63.551,-87.105,0.070
1209,-71.286,-89.140,0.065
1210,-80.153,-92.166,0.069
1211,-82.287,-93.477,0.070
1212,-81.843,-93.333,0.072
1213,-81.192,-91.915,0.068
1214,-80.769,-89.779,0.056
1215,-80.500,-88.977,0.053
1216,-80.092,-88.366,0.050
1217,-79.132,-87.415,0.050
1218,-77.043,-85.791,0.052
1219,-72.904,-83.547,0.059
1220,-67.827,-81.242,0.065
1221,-67.267,-80.090,0.068
1222,-68.405,-79.230,0.057
1223,-68.573,-78.801,0.058
1224,-68.669,-78.622,0.055
1225,-69.397,-77.344,0.050
1226,-71.327,-78.657,0.048
1227,-73.783,-80.633,0.050
1228,-76.234,-82.885,0.050
1229,-78.799,-85.254,0.050
1230,-80.466,-86.775,0.046
1231,-78.201,-86.423,0.052
1232,-64.368,-84.704,0.066
1233,-49.629,-84.204,0.073
1234,-65.271,-86.774,0.064
1235,-81.125,-90.201,0.054
1236,-85.808,-92.124,0.044
1237,-86.305,-92.494,0.045
1238,-85.391,-91.827,0.047
1239,-84.151,-90.838,0.048
1240,-82.956,-89.828,0.048
1241,-81.723,-88.758,0.047
1242,-79.922,-87.186,0.048
1243,-76.530,-84.779,0.053
1244,-68.918,-81.922,0.073
1245,-58.309,-78.855,0.074
1246,-60.876,-77.689,0.073
1247,-66.514,-77.298,0.063
1248,-68.257,-76.994,0.054
1249,-77.893,-85.536,0.049
1250,-78.139,-85.887,0.050
1251,-75.930,-85.768,0.057
1252,-64.493,-85.790,0.076
1253,-61.764,-86.536,0.079
1254,-76.520,-87.928,0.062
1255,-75.247,-87.854,0.059
1256,-67.393,-86.788,0.067
1257,-71.892,-86.493,0.060
1258,-78.051,-87.571,0.055
1259,-79.645,-88.077,0.053
1260,-80.250,-88.379,0.054
1261,-81.128,-88.774,0.052
1262,-81.985,-89.164,0.050
1263,-82.095,-89.228,0.051
1264,-80.679,-88.824,0.057
1265,-80.427,-88.278,0.056
1266,-80.320,-87.749,0.053
1267,-76.801,-86.566,0.067
1268,-73.833,-85.202,0.070
1269,-75.958,-84.997,0.061
1270,-77.923,-85.323,0.050
1271,-78.313,-85.433,0.047
1272,-77.996,-85.360,0.048
1273,-65.413,-82.897,0.074
1274,199.536,-78.791,0.136
1275,3005.392,-74.129,0.226
1276,1711.346,-76.992,0.212
1277,23.925,-83.961,0.121
1278,-49.427,-87.805,0.088
1279,-63.492,-90.482,0.080
1280,-81.200,-92.078,0.057
1281,-82.733,-92.474,0.056
1282,-81.608,-92.141,0.058
1283,-83.759,-92.408,0.052
1284,-84.824,-92.578,0.050
1285,-81.171,-91.381,0.064
1286,-35.458,-89.091,0.104
1287,97.003,-85.580,0.138
1288,-41.941,-85.882,0.102
1289,-76.810,-87.512,0.070
1290,-76.272,-87.562,0.069
1291,-78.159,-87.122,0.058
1292,-78.345,-86.578,0.054
1293,-77.103,-85.519,0.055
1294,-76.749,-84.820,0.053
1295,-77.276,-84.877,0.048
1296,-76.915,-84.928,0.051
1297,-74.007,-83.117,0.053
1298,-75.260,-83.728,0.051
1299,-77.276,-84.965,0.049
1300,-79.306,-86.490,0.048
1301,-80.672,-87.728,0.047
1302,-79.321,-87.715,0.052
1303,-69.116,-86.107,0.068
1304,-54.529,-84.359,0.080
1305,-61.903,-83.970,0.070
1306,-73.361,-85.078,0.059
1307,-76.563,-85.704,0.052
1308,-77.647,-86.056,0.051
1309,-78.769,-86.587,0.050
1310,-79.804,-87.285,0.049
1311,-80.575,-87.921,0.048
1312,-80.917,-88.250,0.048
1313,-80.563,-87.985,0.048
1314,-79.073,-86.897,0.052
1315,-75.284,-85.205,0.063
1316,-69.124,-83.563,0.077
1317,-68.665,-82.946,0.073
1318,-72.279,-83.301,0.067
1319,-73.679,-83.399,0.058
1320,-73.781,-83.146,0.054
1321,-73.560,-81.483,0.049
1322,-75.134,-82.551,0.048
1323,-76.874,-83.942,0.048
1324,-78.292,-85.405,0.049
1325,-79.714,-86.861,0.049
1326,-80.459,-87.788,0.049
1327,-76.551,-87.318,0.056
1328,-71.046,-86.456,0.059
1329,-74.114,-86.713,0.058
1330,-78.057,-87.440,0.057
1331,-78.256,-87.406,0.057
1332,-77.951,-86.787,0.054
1333,-78.380,-86.478,0.052
1334,-78.919,-86.523,0.051
1335,-79.226,-86.652,0.050
1336,-79.088,-86.571,0.051
1337,-78.335,-85.976,0.050
1338,-76.588,-84.710,0.052
1339,-72.375,-82.843,0.064
1340,-66.740,-80.816,0.070
1341,-67.233,-79.961,0.065
1342,-70.053,-80.248,0.061
1343,-71.436,-80.538,0.056
1344,-72.381,-80.852,0.051
1345,-76.268,-84.403,0.050
1346,-77.777,-85.282,0.048
1347,-79.730,-86.701,0.047
1348,-81.645,-88.328,0.047
1349,-83.151,-89.767,0.047
1350,-83.292,-90.282,0.049
1351,-77.843,-89.331,0.062
1352,-59.593,-87.170,0.084
1353,-51.376,-85.284,0.078
1354,-68.981,-86.401,0.064
1355,-78.806,-88.067,0.054
1356,-80.602,-88.741,0.052
1357,-80.888,-88.864,0.053
1358,-81.308,-89.072,0.053
1359,-81.877,-89.489,0.052
1360,-82.232,-89.804,0.052
1361,-82.016,-89.630,0.050
1362,-80.776,-88.621,0.051
1363,-77.371,-86.962,0.064
1364,-68.730,-84.809,0.080
1365,-60.785,-82.816,0.083
1366,-67.724,-82.880,0.072
1367,-73.487,-83.516,0.060
1368,-75.257,-83.910,0.053
1369,-75.878,-84.935,0.052
1370,-77.950,-86.434,0.051
1371,-80.552,-88.331,0.049
1372,-82.559,-90.099,0.048
1373,-82.221,-91.055,0.053
1374,-81.296,-91.648,0.057
1375,-83.129,-92.148,0.052
1376,-80.561,-91.587,0.058
1377,-68.779,-89.874,0.069
1378,-65.073,-88.922,0.072
1379,-77.410,-90.147,0.057
1380,-83.668,-91.886,0.049
1381,-84.328,-92.321,0.050
1382,-84.042,-92.074,0.050
1383,-83.851,-91.828,0.050
1384,-83.547,-91.594,0.049
1385,-82.708,-90.948,0.050
1386,-81.314,-89.839,0.051
1387,-79.806,-88.494,0.052
1388,-76.991,-86.649,0.059
1389,-71.712,-84.569,0.072
1390,-68.756,-83.071,0.069
1391,-72.155,-83.177,0.060
1392,-74.507,-83.879,0.053
1393,-74.942,-85.285,0.062
1394,-75.808,-86.274,0.064
1395,-78.240,-87.579,0.057
1396,-80.744,-89.129,0.055
1397,-82.229,-89.906,0.051
1398,-80.214,-89.103,0.053
1399,-71.373,-87.407,0.065
1400,-66.385,-86.337,0.069
1401,-72.589,-86.556,0.063
1402,-75.621,-86.833,0.063
1403,-75.742,-86.849,0.062
1404,-77.433,-87.341,0.057
1405,-79.911,-88.403,0.056
1406,-81.668,-89.294,0.052
1407,-82.707,-89.845,0.050
1408,-83.174,-90.060,0.049
1409,-82.989,-89.717,0.048
1410,-81.957,-88.753,0.048
1411,-80.326,-87.449,0.051
1412,-79.560,-86.581,0.049
1413,-79.661,-86.351,0.047
1414,-79.339,-86.175,0.046
1415,-78.114,-85.643,0.048
1416,-76.192,-85.026,0.052
1417,-77.553,-85.307,0.050
1418,-65.197,-83.108,0.072
1419,79.076,-79.411,0.119
1420,974.929,-78.548,0.197
1421,601.102,-80.401,0.152
1422,-26.701,-86.803,0.098
1423,-81.764,-90.607,0.052
1424,-77.042,-90.399,0.063
1425,-66.775,-88.444,0.072
1426,-72.061,-88.200,0.062
1427,-80.747,-90.002,0.056
1428,-82.774,-90.746,0.052
1429,-81.934,-90.111,0.057
1430,-76.949,-88.532,0.076
1431,-24.190,-86.532,0.108
1432,171.735,-84.008,0.132
1433,-12.055,-84.641,0.113
1434,-76.201,-86.364,0.065
1435,-77.414,-86.363,0.060
1436,-70.763,-84.615,0.074
1437,-65.689,-82.888,0.076
1438,-71.961,-83.166,0.066
1439,-76.642,-84.375,0.053
1440,-78.101,-85.364,0.048
1441,-75.411,-84.479,0.053
1442,-77.100,-85.534,0.051
1443,-79.358,-87.091,0.047
1444,-81.524,-88.902,0.047
1445,-83.182,-90.488,0.047
1446,-83.554,-91.159,0.048
1447,-79.110,-90.171,0.057
1448,-61.703,-87.976,0.080
1449,-49.073,-85.761,0.080
1450,-66.254,-86.490,0.067
1451,-78.257,-88.447,0.054
1452,-80.591,-89.458,0.051
1453,-80.861,-89.736,0.053
1454,-81.236,-89.880,0.054
1455,-81.758,-90.208,0.053
1456,-82.016,-90.393,0.051
1457,-81.644,-90.013,0.051
1458,-80.220,-88.839,0.053
1459,-76.870,-87.049,0.065
1460,-69.320,-84.538,0.074
1461,-62.621,-82.686,0.077
1462,-68.499,-82.860,0.067
1463,-73.317,-83.604,0.057
1464,-74.569,-84.010,0.054
1465,-75.545,-85.291,0.056
1466,-77.439,-86.334,0.053
1467,-79.734,-87.776,0.050
1468,-81.903,-89.402,0.047
1469,-83.618,-90.980,0.047
1470,-84.284,-91.872,0.049
1471,-80.829,-91.460,0.061
1472,-62.962,-89.758,0.082
1473,-40.418,-87.216,0.088
1474,-58.275,-87.325,0.079
1475,-77.657,-89.562,0.059
1476,-82.139,-91.163,0.057
1477,-82.504,-91.380,0.054
1478,-82.523,-91.349,0.054
1479,-82.744,-91.457,0.053
1480,-82.917,-91.629,0.052
1481,-82.722,-91.497,0.052
1482,-81.763,-90.700,0.052
1483,-79.357,-89.064,0.057
1484,-73.327,-86.903,0.073
1485,-61.778,-84.524,0.083
1486,-61.878,-83.547,0.080
1487,-70.558,-83.907,0.066
1488,-73.965,-84.617,0.062
1489,-74.346,-82.742,0.053
1490,-75.135,-83.508,0.054
1491,-75.744,-84.235,0.054
1492,-73.450,-84.931,0.062
1493,-72.982,-85.932,0.062
1494,-77.242,-86.963,0.058
1495,-71.728,-86.226,0.063
1496,-62.934,-84.607,0.068
1497,-68.965,-84.621,0.061
1498,-75.833,-85.532,0.056
1499,-77.496,-85.843,0.051
1500,-78.203,-86.078,0.050
1501,-79.202,-86.600,0.050
1502,-80.120,-87.120,0.049
1503,-80.536,-87.373,0.049
1504,-80.195,-87.175,0.050
1505,-79.562,-86.644,0.051
1506,-78.080,-85.781,0.055
1507,-74.507,-84.191,0.064
1508,-72.230,-82.712,0.066
1509,-73.882,-82.448,0.059
1510,-75.181,-82.698,0.052
1511,-75.209,-82.685,0.050
1512,-74.590,-82.545,0.051
1513,-73.967,-82.572,0.052
1514,-74.759,-83.264,0.054
1515,-76.729,-84.481,0.052
1516,-78.803,-85.867,0.049
1517,-80.056,-86.708,0.046
1518,-78.601,-86.258,0.048
1519,-72.492,-84.841,0.058
1520,-69.424,-83.875,0.058
1521,-73.237,-84.274,0.060
1522,-74.773,-84.238,0.054
1523,-74.627,-84.111,0.054
1524,-75.957,-84.722,0.053
1525,-78.147,-85.736,0.050
1526,-79.913,-86.772,0.048
1527,-81.070,-87.501,0.047
1528,-81.598,-87.832,0.045
1529,-81.386,-87.547,0.045
1530,-80.240,-86.591,0.046
1531,-78.444,-85.389,0.049
1532,-77.633,-84.606,0.049
1533,-77.788,-84.427,0.046
1534,-77.528,-84.186,0.045
1535,-76.444,-83.519,0.046
1536,-74.868,-82.751,0.049
1537,-78.191,-86.402,0.050
1538,-79.321,-87.161,0.049
1539,-80.651,-88.151,0.048
1540,-81.455,-89.144,0.049
1541,-82.634,-90.239,0.049
1542,-82.253,-90.499,0.051
1543,-73.385,-89.040,0.065
1544,-61.801,-86.866,0.073
1545,-68.087,-86.727,0.065
1546,-76.237,-87.501,0.059
1547,-78.021,-88.016,0.059
1548,-78.946,-88.344,0.055
1549,-80.461,-89.001,0.054
1550,-81.819,-89.739,0.053
1551,-82.714,-90.297,0.051
1552,-82.998,-90.439,0.050
1553,-82.599,-90.038,0.049
1554,-80.998,-88.903,0.053
1555,-76.392,-87.161,0.065
1556,-69.655,-85.349,0.072
1557,-71.129,-85.061,0.070
1558,-75.505,-85.612,0.062
1559,-77.172,-85.914,0.054
1560,-77.674,-86.072,0.051
1561,-75.718,-83.626,0.052
1562,-76.380,-84.370,0.053
1563,-77.877,-85.653,0.054
1564,-79.671,-87.153,0.053
1565,-80.988,-88.214,0.051
1566,-79.753,-87.873,0.054
1567,-71.622,-86.204,0.069
1568,-63.652,-84.649,0.072
1569,-70.562,-85.183,0.062
1570,-77.317,-86.696,0.056
1571,-78.962,-87.372,0.055
1572,-79.539,-87.686,0.057
1573,-80.282,-88.079,0.057
1574,-81.103,-88.554,0.055
1575,-81.717,-88.900,0.053
1576,-81.791,-88.758,0.052
1577,-80.946,-87.853,0.052
1578,-78.362,-86.230,0.059
1579,-72.757,-84.121,0.072
1580,-69.356,-82.720,0.069
1581,-73.145,-82.899,0.065
1582,-75.825,-83.463,0.055
1583,-76.370,-83.631,0.050
1584,-75.985,-83.511,0.050
1585,-74.875,-84.113,0.053
1586,-76.793,-85.393,0.051
1587,-78.493,-86.812,0.050
1588,-80.670,-88.660,0.049
1589,-83.309,-90.714,0.046
1590,-84.529,-91.977,0.047
1591,-83.086,-91.833,0.055
1592,-72.619,-90.235,0.071
1593,-48.749,-87.957,0.089
1594,-51.144,-86.726,0.081
1595,-73.468,-88.250,0.061
1596,-81.283,-90.199,0.052
1597,-82.209,-90.678,0.049
1598,-82.190,-90.575,0.049
1599,-82.249,-90.540,0.048
1600,-82.277,-90.584,0.048
1601,-82.058,-90.418,0.047
1602,-81.097,-89.577,0.048
1603,-78.818,-87.924,0.054
1604,-73.683,-85.677,0.066
1605,-62.341,-83.593,0.089
1606,-57.969,-81.945,0.083
1607,-67.845,-82.165,0.068
1608,-72.819,-83.084,0.058
1609,-70.293,-78.821,0.051
1610,-72.311,-80.370,0.050
1611,-74.540,-82.209,0.050
1612,-76.417,-84.065,0.050
1613,-78.502,-85.979,0.050
1614,-79.661,-87.144,0.050
1615,-74.627,-86.693,0.059
1616,-63.550,-85.929,0.068
1617,-66.964,-87.509,0.068
1618,-78.445,-90.229,0.067
1619,-82.611,-91.831,0.062
1620,-82.589,-92.051,0.065
1621,-81.607,-90.940,0.065
1622,-80.773,-89.498,0.061
1623,-80.193,-88.491,0.057
1624,-79.567,-87.696,0.055
1625,-78.591,-86.723,0.054
1626,-76.685,-85.187,0.056
1627,-72.307,-82.909,0.066
1628,-64.586,-80.246,0.073
1629,-62.552,-78.437,0.075
1630,-66.297,-77.848,0.066
1631,-68.086,-77.661,0.058
1632,-68.987,-77.916,0.053
1633,-72.839,-81.217,0.050
1634,-74.301,-82.265,0.050
1635,-76.259,-83.730,0.049
1636,-78.327,-85.420,0.048
1637,-79.794,-86.806,0.048
1638,-78.991,-87.116,0.050
1639,-75.400,-86.640,0.055
1640,-75.051,-86.670,0.056
1641,-77.310,-87.243,0.056
1642,-76.415,-87.438,0.065
1643,-74.947,-86.578,0.061
1644,-76.162,-86.019,0.061
1645,-77.885,-86.007,0.052
1646,-78.807,-86.405,0.051
1647,-79.231,-86.691,0.050
1648,-79.160,-86.623,0.050
1649,-78.314,-85.961,0.051
1650,-76.144,-84.509,0.056
1651,-72.330,-82.682,0.063
1652,-69.948,-81.217,0.066
1653,-70.515,-80.692,0.061
1654,-70.950,-80.503,0.058
1655,-71.111,-80.395,0.055
1656,-71.799,-80.606,0.052
1657,-70.959,-79.517,0.053
1658,-72.491,-80.829,0.054
1659,-74.972,-82.853,0.053
1660,-77.589,-85.088,0.051
1661,-79.783,-87.059,0.050
1662,-81.136,-88.183,0.047
1663,-79.793,-87.776,0.051
1664,-70.197,-85.969,0.063
1665,-59.248,-84.994,0.069
1666,-70.322,-87.270,0.060
1667,-82.310,-90.701,0.052
1668,-85.548,-92.393,0.046
1669,-85.811,-92.659,0.048
1670,-85.453,-92.351,0.048
1671,-84.926,-91.882,0.049
1672,-84.160,-91.204,0.049
1673,-82.915,-90.037,0.049
1674,-80.863,-88.144,0.051
1675,-77.440,-85.578,0.059
1676,-71.940,-82.389,0.066
1677,-68.450,-79.890,0.066
1678,-70.293,-79.282,0.059
1679,-71.186,-79.176,0.052
1680,-70.807,-79.003,0.051
1681,-77.329,-85.565,0.049
1682,-77.919,-86.135,0.051
1683,-79.585,-87.304,0.049
1684,-81.412,-88.643,0.048
1685,-82.406,-89.433,0.046
1686,-80.292,-88.936,0.053
1687,-73.689,-87.543,0.062
1688,-71.994,-86.802,0.061
1689,-76.297,-87.180,0.059
1690,-77.440,-87.288,0.059
1691,-77.215,-87.225,0.060
1692,-78.610,-87.721,0.057
1693,-80.705,-88.659,0.052
1694,-82.349,-89.577,0.049
1695,-83.411,-90.254,0.048
1696,-83.814,-90.438,0.046
1697,-83.353,-89.981,0.047
